id_protein	id_mlo	id_rol	id_dataset
793	2.0	1	1
794	2.0	1	1
794	3.0	1	1
795	2.0	1	1
796	2.0	1	1
796	3.0	1	1
796	1.0	1	1
797	2.0	1	1
798	5.0	1	1
799		3	2
800	1.0	1	1
801	2.0	3	1
801	3.0	3	1
801	4.0	3	1
801	3.0	2	4
801		3	2
801	3.0	2	2
801	1.0	3	1
801	4.0	2	2
801	13.0	2	2
802	3.0	1	1
802	1.0	1	1
802	1.0	2	2
803	4.0	3	1
803	3.0	3	1
804	4.0	2	2
804	2.0	1	1
805	1.0	1	1
805	2.0	1	1
806	4.0	1	1
806	2.0	1	1
806	1.0	1	1
806	4.0	2	2
807	1.0	1	1
808	1.0	1	1
808		3	2
808	14.0	2	3
808	1.0	2	2
809	4.0	2	2
809	4.0	1	1
810		3	2
810	2.0	1	1
811		3	2
812	2.0	1	1
813	4.0	2	2
814	2.0	1	1
815	3.0	1	1
815		3	2
816	4.0	2	2
816	1.0	2	2
816	4.0	1	1
816	1.0	1	1
817	1.0	2	2
817	4.0	2	2
817	4.0	1	1
817	1.0	1	1
818	7.0	2	4
819	2.0	1	1
820	4.0	3	1
821	3.0	1	1
822	9.0	1	1
822	9.0	2	2
823	31.0	3	1
824	2.0	1	1
825	2.0	1	1
826	2.0	1	1
827	3.0	3	1
827	2.0	3	1
827	1.0	3	1
827	1.0	2	2
828	1.0	1	1
829		3	2
830	3.0	1	1
831	2.0	1	1
832	1.0	1	1
833	5.0	1	1
833	2.0	1	1
834	1.0	1	1
835	1.0	1	1
835	2.0	1	1
836	1.0	1	1
836	1.0	2	2
837	2.0	1	1
838	1.0	1	1
839	2.0	1	1
840	4.0	3	1
841		3	2
842	2.0	1	1
843		3	2
844	2.0	1	1
845	1.0	1	1
845	2.0	1	1
846	1.0	1	1
846		3	2
846	2.0	1	1
847	2.0	1	1
848	1.0	2	2
848	5.0	1	1
848	1.0	1	1
849	2.0	1	1
850	1.0	1	1
851	2.0	1	1
852	28.0	1	1
853	4.0	2	2
853	1.0	1	1
853	15.0	1	1
853	3.0	1	1
853	13.0	2	2
853	1.0	2	2
854	2.0	1	1
855	2.0	1	1
855	1.0	1	1
856	2.0	1	1
857	2.0	1	1
858	3.0	3	1
859	5.0	1	1
860	2.0	1	1
861	1.0	1	1
862	3.0	1	1
862	3.0	2	2
863		3	2
864		3	2
865	2.0	1	1
866	8.0	1	1
867	7.0	1	1
867	7.0	2	2
868	10.0	4	1
868	96.0	4	5
868		2	4
868	69.0	4	5
869		3	2
869	1.0	1	1
870	4.0	2	2
870	3.0	3	1
870	1.0	2	2
870	1.0	3	1
871	3.0	1	1
871	2.0	1	1
872	7.0	2	3
872		3	2
873	9.0	1	1
873	9.0	2	2
874	3.0	3	1
874	20.0	3	1
874	1.0	3	1
874	5.0	3	1
874	7.0	3	1
875	2.0	1	1
876	2.0	1	1
877		3	2
877	1.0	1	1
878		3	2
879	2.0	1	1
879		3	2
880	26.0	4	5
880		2	4
880	47.0	4	5
880	40.0	4	5
880	10.0	4	1
880	26.0	2	4
881	1.0	2	3
882	1.0	2	2
882	1.0	1	1
883	1.0	2	2
884	1.0	1	1
884	1.0	2	2
885	2.0	1	1
886		3	2
887		3	2
888	2.0	1	1
889	3.0	2	2
889	4.0	2	2
889	4.0	1	1
889	3.0	1	1
890	9.0	1	1
890	9.0	2	2
891	8.0	1	1
892	2.0	1	1
892	1.0	1	1
892	6.0	1	1
893	1.0	2	2
893	1.0	1	1
893	3.0	1	1
894	2.0	1	1
894	3.0	1	1
894		3	2
895	1.0	1	1
895	1.0	2	2
895	1.0	2	4
895	11.0	1	1
896	1.0	1	1
897		3	2
898	2.0	1	1
899	10.0	4	1
899	24.0	2	4
899	2.0	4	1
899	54.0	4	5
899	51.0	4	5
900	8.0	3	1
901	1.0	1	1
901	2.0	1	1
902	6.0	2	4
903	2.0	1	1
904		3	2
905	1.0	1	1
906	1.0	2	3
906	1.0	1	1
906	3.0	1	1
906	1.0	2	2
907	2.0	1	1
908		2	4
908	10.0	4	1
908	74.0	4	5
908	70.0	4	5
909		3	2
910	1.0	1	1
910		3	2
911	5.0	1	1
911	2.0	1	1
911	3.0	1	1
912	31.0	3	1
912	10.0	3	1
913	1.0	2	2
913	1.0	1	1
914	1.0	1	1
914	1.0	2	2
915	4.0	2	2
915	1.0	1	1
915	1.0	2	2
916	5.0	1	1
916	2.0	1	1
917		3	2
918	6.0	2	4
918	6.0	3	1
919	3.0	1	1
919	3.0	2	2
920	1.0	1	1
920	1.0	2	2
921	1.0	1	1
921	3.0	1	1
921	1.0	2	2
922	8.0	1	1
923	1.0	1	1
924	1.0	2	2
924	1.0	1	1
924	5.0	1	1
924	7.0	1	1
925	2.0	1	1
926	2.0	1	1
927	5.0	1	1
927	2.0	1	1
928		3	2
928	4.0	2	2
928	1.0	1	1
928	3.0	1	1
928	13.0	2	2
928	1.0	2	2
929	2.0	1	1
930	1.0	1	1
930	1.0	2	2
931	1.0	1	1
931	2.0	1	1
932	3.0	1	1
932	4.0	2	3
933	1.0	2	2
933	1.0	3	1
933	3.0	3	1
933	2.0	3	1
934	6.0	2	3
935		3	2
935	1.0	1	1
935	5.0	1	1
935	2.0	1	1
935	1.0	2	2
936		3	2
937	1.0	1	1
937	2.0	1	1
938	1.0	1	1
938	3.0	1	1
938	1.0	2	2
939	3.0	1	1
939	3.0	2	2
939	2.0	1	1
940	3.0	3	1
940	4.0	3	1
940	28.0	3	1
941	5.0	1	1
942	1.0	1	1
943	2.0	1	1
944	2.0	1	1
945	1.0	1	1
945	2.0	1	1
946	14.0	2	3
947	2.0	1	1
948	1.0	1	1
949	2.0	1	1
950	8.0	1	1
950	4.0	2	2
950	1.0	2	2
950	1.0	1	1
950	4.0	1	1
951	3.0	1	1
952	2.0	1	1
953		3	2
954	1.0	2	2
955	1.0	1	1
956		3	2
956	5.0	1	1
957	2.0	1	1
958	2.0	1	1
959	2.0	1	1
960	2.0	1	1
961	2.0	3	1
961	10.0	3	1
962	1.0	2	3
963	2.0	1	1
964	2.0	1	1
965	2.0	1	1
965		3	2
966		3	2
967	1.0	2	2
967	2.0	1	1
967	1.0	1	1
968	1.0	1	1
969		3	2
970	1.0	1	1
971	2.0	1	1
972	5.0	1	1
973	3.0	1	1
973	3.0	2	2
973	2.0	1	1
974	3.0	1	1
974	1.0	2	4
974	11.0	2	4
974	4.0	2	2
974	1.0	2	2
974	4.0	1	1
974		3	2
974	1.0	1	1
974	11.0	1	1
975	3.0	1	1
975	3.0	2	2
976	2.0	1	1
977	3.0	1	1
977	2.0	1	1
977	1.0	1	1
978	1.0	1	1
979		3	2
980	1.0	1	1
981	8.0	1	1
982	1.0	1	1
983		3	2
984	3.0	4	1
984	3.0	2	4
984	1.0	4	1
984	3.0	2	2
984		2	4
984	4.0	4	1
984	13.0	2	4
984	29.0	4	5
984	4.0	2	2
984	6.0	4	1
984	19.0	4	5
984	1.0	2	2
984	10.0	4	1
984	13.0	2	2
985	5.0	1	1
986		3	2
986	2.0	1	1
987	2.0	1	1
988	2.0	1	1
989	3.0	1	1
989	1.0	1	1
989	1.0	2	2
990	3.0	1	1
990	1.0	1	1
990	6.0	1	1
990	9.0	4	5
990	1.0	2	2
990		2	4
990	9.0	2	4
990	9.0	1	1
991	5.0	1	1
991	1.0	1	1
991	2.0	1	1
992	1.0	1	1
992	2.0	1	1
992	1.0	2	2
993	5.0	1	1
994	12.0	1	1
995	13.0	2	2
995	4.0	1	1
995	4.0	2	2
995	3.0	1	1
995	1.0	2	3
995	2.0	1	1
995	1.0	1	1
996	3.0	3	1
997		3	2
998	2.0	1	1
998		3	2
999		3	2
1000	2.0	1	1
1001		3	2
1001	7.0	2	4
1001	7.0	3	1
1002	7.0	2	2
1002	7.0	1	1
1003	2.0	1	1
1004	2.0	1	1
1005	1.0	2	2
1006	3.0	1	1
1006	2.0	1	1
1007	3.0	3	1
1007	3.0	2	2
1008	1.0	1	1
1008	2.0	1	1
1009		3	2
1010		3	2
1011	23.0	4	5
1011	34.0	4	5
1011	49.0	4	5
1012		3	2
1013	1.0	1	1
1014	1.0	1	1
1015	2.0	1	1
1016	2.0	1	1
1017	2.0	1	1
1018	73.0	4	5
1018	22.0	2	4
1018	8.0	4	1
1018	1.0	4	1
1018	10.0	4	1
1018		2	4
1018	84.0	4	5
1018	85.0	4	5
1019	3.0	1	1
1019	1.0	2	2
1019	1.0	1	1
1019	5.0	1	1
1020	2.0	1	1
1020	5.0	1	1
1021		3	2
1021	2.0	1	1
1022	1.0	2	2
1022	1.0	1	1
1023	4.0	2	2
1023	4.0	1	1
1024	1.0	2	2
1024	4.0	2	2
1024	1.0	1	1
1025	1.0	2	4
1025	6.0	2	4
1026	1.0	2	3
1026	6.0	1	1
1026	1.0	1	1
1026	2.0	1	1
1027	2.0	1	1
1028	2.0	1	1
1028	3.0	1	1
1028	1.0	1	1
1029	6.0	2	2
1029	6.0	1	1
1030		3	2
1030	1.0	1	1
1031	2.0	1	1
1032	4.0	2	3
1032	4.0	2	2
1032	4.0	3	1
1032	3.0	3	1
1032	1.0	3	1
1032	3.0	2	2
1032		3	2
1032	3.0	2	4
1032	2.0	3	1
1033	3.0	1	1
1033	2.0	1	1
1034	1.0	1	1
1034	1.0	2	2
1035	1.0	1	1
1035	1.0	2	2
1035		3	2
1035	6.0	4	5
1035	4.0	2	2
1035	6.0	1	1
1036	4.0	2	2
1036	1.0	1	1
1036	2.0	1	1
1036	1.0	2	2
1037	3.0	3	1
1038	3.0	2	2
1038	3.0	1	1
1039	1.0	2	2
1039	1.0	1	1
1040	1.0	1	1
1041	8.0	4	1
1041	1.0	4	1
1041	3.0	2	2
1041	4.0	2	2
1041	1.0	2	2
1041	6.0	4	1
1041	3.0	4	1
1041	10.0	4	1
1042	1.0	1	1
1043	1.0	1	1
1044	3.0	1	1
1044	1.0	2	2
1044	1.0	1	1
1045	4.0	2	3
1045	3.0	2	4
1046	2.0	1	1
1047	1.0	1	1
1048	2.0	1	1
1049	2.0	1	1
1049	3.0	2	2
1049	3.0	1	1
1050		3	2
1050	5.0	3	1
1050	2.0	3	1
1050	8.0	3	1
1051		3	2
1052	4.0	2	2
1052	1.0	2	2
1052	3.0	3	1
1052	1.0	3	1
1052	4.0	3	1
1053	7.0	2	3
1053		3	2
1054	1.0	1	1
1054		3	2
1054	1.0	2	2
1054	3.0	1	1
1055		3	2
1056	2.0	1	1
1056	1.0	1	1
1057	1.0	1	1
1057	3.0	1	1
1058	8.0	1	1
1058		3	2
1059	5.0	1	1
1059	3.0	1	1
1059	2.0	1	1
1059	3.0	2	2
1060		3	2
1061	1.0	1	1
1062	2.0	1	1
1063	7.0	1	1
1064	2.0	1	1
1065	2.0	1	1
1066	2.0	1	1
1067	2.0	1	1
1068	1.0	1	1
1069	5.0	1	1
1069		3	2
1069	2.0	1	1
1070		3	2
1071	3.0	1	1
1072		3	2
1073	2.0	1	1
1074	4.0	3	1
1074	3.0	3	1
1075	1.0	1	1
1075	1.0	2	2
1076	4.0	3	1
1077	5.0	1	1
1078	2.0	1	1
1079		3	2
1080		3	2
1081		3	2
1082	3.0	3	1
1083	1.0	2	3
1084		3	2
1085	1.0	1	1
1085	2.0	1	1
1086	1.0	1	1
1086	4.0	2	2
1086	4.0	1	1
1087	3.0	2	2
1087	4.0	1	1
1087	3.0	1	1
1088	7.0	2	2
1088	7.0	4	5
1088		3	2
1088	7.0	2	4
1088	5.0	4	1
1088	7.0	4	1
1089		3	2
1090	1.0	1	1
1090	2.0	1	1
1091	3.0	1	1
1092	5.0	1	1
1093	1.0	1	1
1094	5.0	1	1
1095	2.0	1	1
1096	2.0	1	1
1097	2.0	1	1
1097	3.0	1	1
1098	2.0	1	1
1099	1.0	1	1
1099	2.0	1	1
1100	2.0	1	1
1101	1.0	1	1
1101	1.0	2	2
1102	2.0	1	1
1102		3	2
1103	2.0	1	1
1103	5.0	1	1
1104	3.0	2	2
1104	1.0	1	1
1104	3.0	1	1
1104	2.0	1	1
1105		3	2
1105	3.0	3	1
1105	2.0	3	1
1106		3	2
1106	3.0	1	1
1107	5.0	1	1
1108	5.0	1	1
1108		3	2
1109	5.0	1	1
1109		3	2
1110	1.0	1	1
1110	1.0	2	2
1111	2.0	1	1
1112		3	2
1113	1.0	1	1
1113		3	2
1114	3.0	2	2
1114	3.0	1	1
1114	2.0	1	1
1115	1.0	1	1
1116	3.0	3	1
1117	2.0	1	1
1118	2.0	1	1
1119	4.0	2	2
1120	1.0	1	1
1121	1.0	1	1
1122	5.0	1	1
1122	2.0	1	1
1123	1.0	1	1
1124	8.0	4	1
1124	3.0	4	1
1124	4.0	4	1
1124	10.0	4	1
1124	19.0	4	5
1124	3.0	3	4
1124	3.0	2	2
1124	3.0	2	4
1124		2	4
1125	3.0	3	1
1125	4.0	3	1
1126	1.0	2	2
1126	2.0	1	1
1126	1.0	1	1
1127	2.0	1	1
1127	1.0	1	1
1128	2.0	1	1
1129		2	4
1129	9.0	2	4
1129	3.0	4	1
1129	10.0	4	1
1129	3.0	2	2
1129	1.0	2	2
1129	1.0	4	1
1130	3.0	4	1
1130	10.0	4	1
1130	3.0	2	2
1130		2	4
1130	9.0	2	4
1130	1.0	2	2
1130	1.0	4	1
1131	3.0	1	1
1131	2.0	1	1
1132	2.0	1	1
1132	3.0	1	1
1133	1.0	1	1
1133	3.0	1	1
1133	2.0	1	1
1134	1.0	1	1
1135	2.0	1	1
1136		3	2
1137	2.0	1	1
1137	1.0	1	1
1138	5.0	1	1
1139		3	2
1139	2.0	1	1
1140	3.0	1	1
1141	4.0	3	1
1142	3.0	1	1
1143	4.0	3	1
1143	3.0	3	1
1144	1.0	1	1
1145	1.0	2	2
1145	1.0	1	1
1145	2.0	1	1
1146	7.0	2	3
1147	2.0	1	1
1148	10.0	4	1
1148		2	4
1148	43.0	4	1
1148	53.0	4	1
1149		3	2
1150	1.0	1	1
1151	5.0	1	1
1151		3	2
1152	1.0	2	2
1152	3.0	1	1
1152	1.0	1	1
1153	1.0	1	1
1153	5.0	1	1
1153	3.0	1	1
1153	1.0	2	2
1154	1.0	1	1
1154	4.0	2	2
1154	3.0	1	1
1154	1.0	2	2
1154	4.0	1	1
1155	1.0	1	1
1156	1.0	2	2
1156	1.0	1	1
1156	2.0	1	1
1157	2.0	1	1
1157	1.0	1	1
1158	1.0	1	1
1158	2.0	1	1
1158	3.0	1	1
1159	5.0	1	1
1160	2.0	1	1
1161	1.0	1	1
1161	3.0	1	1
1162	3.0	1	1
1163	2.0	1	1
1164	5.0	1	1
1164	2.0	1	1
1165	2.0	1	1
1165	1.0	1	1
1166		3	2
1167	2.0	1	1
1168	3.0	1	1
1168	1.0	2	2
1168	1.0	1	1
1169	1.0	1	1
1169	1.0	2	2
1170	1.0	1	1
1170	1.0	2	2
1170	4.0	2	2
1171	4.0	2	2
1171	1.0	1	1
1171	1.0	2	2
1172	11.0	1	1
1172	1.0	1	1
1172	11.0	2	2
1172	1.0	2	2
1173	4.0	3	1
1174	2.0	3	1
1174	4.0	3	1
1175		3	2
1176	2.0	1	1
1176	1.0	1	1
1176	1.0	2	2
1177	2.0	1	1
1177	4.0	1	1
1177	4.0	2	2
1178	3.0	1	1
1178	3.0	2	2
1179	2.0	1	1
1180	3.0	2	2
1180	2.0	1	1
1180	3.0	1	1
1181	2.0	1	1
1182	2.0	1	1
1183	1.0	2	2
1183	4.0	2	4
1183	3.0	2	4
1183	9.0	2	4
1183		2	4
1183	3.0	2	2
1183	19.0	4	5
1183	21.0	4	1
1183	20.0	4	1
1183	1.0	4	1
1183	6.0	4	1
1183	10.0	4	1
1183	9.0	4	1
1183	29.0	4	5
1183	4.0	4	1
1183	3.0	4	1
1183	8.0	4	1
1184	1.0	1	1
1184	1.0	2	2
1185	2.0	1	1
1186		3	2
1187		3	2
1188		3	2
1189		3	2
1190	5.0	1	1
1191	5.0	1	1
1192	5.0	1	1
1192	2.0	1	1
1192		3	2
1193	1.0	1	1
1193	2.0	1	1
1194	2.0	1	1
1195	2.0	1	1
1195	4.0	2	2
1195	1.0	2	2
1195	1.0	1	1
1196	1.0	1	1
1196	2.0	1	1
1197	2.0	1	1
1197	1.0	1	1
1197	5.0	1	1
1197	1.0	2	3
1197	1.0	2	2
1197		3	2
1198		3	2
1199		3	2
1200	3.0	3	1
1200	6.0	3	1
1200	4.0	3	1
1200		3	2
1201	2.0	1	1
1202		3	2
1203	1.0	1	1
1203	2.0	1	1
1204	2.0	1	1
1205		3	2
1206	1.0	3	1
1206	1.0	2	2
1206	3.0	3	1
1207		3	2
1208		3	2
1209	2.0	1	1
1209	3.0	1	1
1209	3.0	2	2
1210	2.0	1	1
1211	9.0	2	4
1211	15.0	1	1
1211	4.0	2	2
1211	3.0	2	2
1211	3.0	1	1
1211	1.0	1	1
1211	15.0	2	4
1211	4.0	1	1
1211	1.0	2	2
1212	5.0	3	1
1212	7.0	3	1
1213		2	4
1213	1.0	2	2
1213	11.0	4	1
1213	11.0	2	4
1213	11.0	2	2
1213	1.0	4	1
1213		3	2
1213	3.0	2	2
1213	3.0	4	1
1214	2.0	1	1
1215	5.0	1	1
1215	3.0	1	1
1215	1.0	1	1
1215	2.0	1	1
1215	4.0	2	2
1215	1.0	2	2
1216	6.0	2	3
1216	4.0	1	1
1216	3.0	1	1
1216	1.0	1	1
1216	1.0	2	2
1216	4.0	2	2
1216	3.0	2	2
1217	5.0	1	1
1218	3.0	1	1
1218	2.0	1	1
1218	1.0	2	2
1218	1.0	1	1
1219	1.0	1	1
1219	3.0	1	1
1219	4.0	2	2
1219	1.0	2	2
1219	2.0	1	1
1220	1.0	1	1
1221	1.0	2	3
1221	1.0	2	2
1221	1.0	3	1
1221	4.0	3	1
1222		3	2
1223	2.0	1	1
1223	5.0	1	1
1224	2.0	1	1
1225	1.0	1	1
1226	1.0	1	1
1226	3.0	1	1
1226	2.0	1	1
1227	1.0	1	1
1227	1.0	2	2
1228	3.0	2	4
1229	4.0	2	2
1229	1.0	2	2
1230	1.0	1	1
1231	6.0	3	1
1231	5.0	3	1
1232	2.0	1	1
1233	2.0	1	1
1233	1.0	1	1
1233	1.0	2	2
1234	1.0	2	2
1234	1.0	1	1
1235	1.0	2	2
1235	3.0	1	1
1235	1.0	1	1
1236	2.0	1	1
1237	5.0	1	1
1238	3.0	1	1
1238	1.0	1	1
1238	1.0	2	2
1239	5.0	1	1
1240	5.0	1	1
1241	2.0	1	1
1242	1.0	2	3
1243	3.0	1	1
1244		3	2
1245		3	2
1245	5.0	1	1
1246	1.0	1	1
1247	2.0	1	1
1248	3.0	1	1
1249	2.0	1	1
1250		3	2
1251	5.0	1	1
1251	3.0	1	1
1251	2.0	1	1
1252	3.0	1	1
1252	2.0	1	1
1253	5.0	1	1
1254	2.0	1	1
1255	2.0	1	1
1256	2.0	1	1
1257	1.0	1	1
1257	1.0	2	3
1257	1.0	2	2
1258	1.0	1	1
1259	5.0	1	1
1260	8.0	3	1
1260	3.0	3	1
1260	16.0	3	1
1261		3	2
1262	5.0	1	1
1263	2.0	1	1
1264	2.0	1	1
1264	1.0	1	1
1264	1.0	2	2
1265		3	2
1266		3	2
1267		3	2
1268	3.0	1	1
1268	4.0	2	2
1268	4.0	1	1
1268	3.0	2	2
1269	1.0	1	1
1269	1.0	2	2
1270	1.0	2	2
1270	1.0	1	1
1271	2.0	1	1
1272	2.0	1	1
1272	1.0	2	2
1272	1.0	1	1
1273		2	4
1273	2.0	1	1
1273	5.0	1	1
1273	3.0	1	1
1274	2.0	1	1
1275	2.0	1	1
1275	7.0	1	1
1276	5.0	1	1
1277	3.0	3	1
1278	2.0	1	1
1279	30.0	4	5
1279	4.0	2	2
1279	4.0	3	1
1279		2	4
1279	3.0	3	1
1280	3.0	2	2
1280	1.0	1	1
1280	2.0	1	1
1280	3.0	1	1
1281		3	2
1282	3.0	1	1
1283	1.0	1	1
1283		3	2
1283	1.0	2	2
1284	31.0	3	1
1284	3.0	3	1
1284	5.0	3	1
1285	3.0	2	2
1285	5.0	1	1
1285	3.0	1	1
1286	4.0	1	1
1286	6.0	1	1
1287	1.0	1	1
1288	1.0	2	2
1288	2.0	1	1
1288	1.0	1	1
1289	1.0	2	2
1289	1.0	4	1
1289	44.0	4	5
1289	10.0	4	1
1289	44.0	2	4
1290	2.0	3	1
1290	1.0	3	1
1290	3.0	3	1
1291	3.0	3	1
1291	4.0	3	1
1291		3	2
1291	5.0	3	1
1292		3	2
1293	1.0	2	2
1293	3.0	1	1
1293	1.0	2	4
1293	1.0	1	1
1294		3	2
1295	3.0	2	2
1295	2.0	1	1
1295	3.0	1	1
1296	3.0	1	1
1296	3.0	2	2
1296	1.0	2	2
1296	1.0	1	1
1297	1.0	2	2
1297	1.0	1	1
1297		3	2
1298	7.0	1	1
1298	7.0	2	4
1298	1.0	1	1
1298	1.0	2	2
1299	3.0	1	1
1299	2.0	1	1
1299	3.0	2	2
1300	2.0	1	1
1301	8.0	3	1
1302	1.0	1	1
1302	1.0	2	2
1303	10.0	4	1
1303	4.0	4	1
1303	3.0	4	1
1303	1.0	2	2
1303	1.0	4	1
1304	1.0	1	1
1304	1.0	2	2
1305	1.0	2	2
1305	1.0	1	1
1306	4.0	2	2
1306	3.0	3	1
1306	1.0	3	1
1306	1.0	2	2
1306	13.0	2	2
1307	1.0	2	2
1307	2.0	1	1
1307	1.0	1	1
1308	1.0	2	2
1308	1.0	2	3
1309	5.0	3	1
1309	3.0	3	1
1309	2.0	3	1
1310	4.0	3	1
1311	2.0	1	1
1312	4.0	1	1
1313		3	2
1314	2.0	1	1
1315	2.0	1	1
1315	3.0	1	1
1316	4.0	3	1
1317	1.0	1	1
1318	4.0	3	1
1318	3.0	3	1
1319	1.0	1	1
1319		3	2
1320	2.0	1	1
1321	1.0	1	1
1321	1.0	2	2
1322	4.0	1	1
1322	4.0	2	2
1323	4.0	1	1
1323	3.0	1	1
1324	1.0	1	1
1324	2.0	1	1
1325	2.0	1	1
1326	3.0	3	1
1327	2.0	1	1
1328	2.0	1	1
1329	9.0	2	4
1330	2.0	1	1
1331		3	2
1332	3.0	2	2
1332	4.0	1	1
1332	3.0	1	1
1333	1.0	1	1
1333	2.0	1	1
1334	6.0	2	3
1334	5.0	1	1
1334	1.0	2	2
1334	6.0	1	1
1334	1.0	1	1
1335	5.0	1	1
1335	2.0	1	1
1335	1.0	1	1
1335		3	2
1335	1.0	2	2
1336	1.0	1	1
1336	2.0	1	1
1337	2.0	1	1
1338	5.0	1	1
1339	1.0	2	2
1339	1.0	1	1
1340	2.0	1	1
1341		3	2
1342	11.0	1	1
1342	2.0	1	1
1343	12.0	1	1
1344	2.0	1	1
1345	1.0	1	1
1345	2.0	1	1
1345	1.0	2	2
1345	3.0	1	1
1346	2.0	1	1
1347	2.0	1	1
1348	2.0	1	1
1349	1.0	1	1
1349	1.0	2	2
1350	5.0	1	1
1351	1.0	2	2
1351	1.0	3	1
1351	3.0	3	1
1352		3	2
1353	2.0	1	1
1354	2.0	1	1
1355	2.0	1	1
1356		3	2
1357	2.0	1	1
1357	5.0	1	1
1358	17.0	2	4
1358	18.0	3	1
1358	5.0	3	1
1358	17.0	3	1
1359	1.0	2	3
1360	1.0	1	1
1361	1.0	1	1
1362	1.0	1	1
1362	1.0	2	2
1363	3.0	2	2
1363	3.0	1	1
1364	4.0	1	1
1364	3.0	1	1
1364	3.0	2	2
1364	4.0	2	2
1365		3	2
1366	6.0	1	1
1366	6.0	2	2
1367		3	2
1368	3.0	3	1
1369	5.0	1	1
1370	1.0	1	1
1371	3.0	4	1
1371	10.0	4	1
1371		2	4
1371		3	2
1372	4.0	3	1
1372	14.0	2	3
1372	16.0	3	1
1373	2.0	1	1
1374	5.0	1	1
1375	5.0	1	1
1375	2.0	1	1
1376	5.0	1	1
1377	2.0	3	1
1377	6.0	3	1
1377		3	2
1378		3	2
1379		3	2
1380	31.0	3	1
1381	1.0	1	1
1381	5.0	1	1
1382	1.0	1	1
1382	1.0	2	2
1383	3.0	1	1
1383		3	2
1384		3	2
1385	2.0	1	1
1386	1.0	1	1
1386	2.0	1	1
1387	6.0	2	3
1388	5.0	1	1
1389	5.0	1	1
1389	2.0	1	1
1390	2.0	1	1
1391		3	2
1392		3	2
1393	1.0	1	1
1393	1.0	2	2
1394	3.0	1	1
1395	3.0	1	1
1396	2.0	1	1
1396	5.0	1	1
1397	3.0	1	1
1397	3.0	2	2
1398	6.0	3	1
1398	1.0	2	2
1398	10.0	3	1
1398		3	2
1398	1.0	3	1
1399	1.0	2	2
1399		3	2
1399	22.0	2	4
1399	10.0	3	1
1399	1.0	3	1
1399	6.0	3	1
1400	1.0	2	2
1400	1.0	1	1
1400	2.0	1	1
1401	2.0	1	1
1401	1.0	1	1
1402	1.0	2	2
1402	2.0	1	1
1402	1.0	1	1
1403	2.0	1	1
1404	2.0	1	1
1404	3.0	2	2
1404	5.0	1	1
1404	3.0	1	1
1405	4.0	1	1
1405	3.0	1	1
1405	3.0	2	2
1406	2.0	1	1
1406	4.0	1	1
1406	3.0	2	2
1406	4.0	2	2
1406	3.0	1	1
1407	2.0	1	1
1408	1.0	1	1
1408	2.0	1	1
1409	1.0	1	1
1409	2.0	1	1
1410		3	2
1411	2.0	1	1
1411		3	2
1412		3	2
1413	2.0	3	1
1413	3.0	3	1
1413		3	2
1414	1.0	1	1
1414	6.0	2	4
1414	9.0	2	4
1415	7.0	2	4
1415	1.0	1	1
1415	6.0	2	4
1415	9.0	2	4
1416	1.0	1	1
1417		3	2
1418	4.0	3	1
1419	5.0	1	1
1420	2.0	1	1
1420	3.0	1	1
1420	3.0	2	2
1421	2.0	1	1
1421	1.0	1	1
1422	1.0	2	2
1422	2.0	1	1
1422	1.0	1	1
1423	3.0	1	1
1424	8.0	1	1
1424	3.0	2	2
1424	3.0	1	1
1425	3.0	3	1
1425	4.0	3	1
1426	2.0	3	1
1426	4.0	3	1
1427	3.0	1	1
1428		3	2
1429	6.0	2	3
1430		3	2
1431	1.0	1	1
1432	5.0	1	1
1432	1.0	2	3
1433		3	2
1434		2	4
1434	3.0	4	1
1434	10.0	4	1
1434	3.0	2	2
1434	1.0	4	1
1435		3	2
1435	1.0	1	1
1435	5.0	1	1
1435	2.0	1	1
1436	2.0	1	1
1436	1.0	2	2
1436	4.0	2	2
1436	1.0	1	1
1436	4.0	1	1
1436	3.0	1	1
1436	3.0	2	2
1437	1.0	2	2
1437	1.0	4	1
1437	10.0	4	1
1437	3.0	4	1
1438	2.0	1	1
1438	3.0	2	2
1438	3.0	1	1
1439	4.0	2	2
1439	6.0	2	4
1440	2.0	1	1
1440	4.0	2	2
1441		3	2
1442	1.0	2	2
1442	1.0	1	1
1443	9.0	2	4
1443	1.0	2	2
1443	4.0	2	2
1443	4.0	1	1
1443	3.0	2	2
1443	3.0	1	1
1443	1.0	1	1
1444	3.0	2	2
1444	3.0	1	1
1445	5.0	1	1
1445	16.0	1	1
1446	6.0	2	2
1446	6.0	1	1
1447		3	2
1448	1.0	2	2
1448	1.0	1	1
1449	6.0	2	3
1450	2.0	1	1
1450	1.0	1	1
1451	2.0	1	1
1452	2.0	1	1
1453	3.0	4	1
1453	10.0	4	1
1453		2	4
1453	14.0	4	1
1453	14.0	2	4
1453	66.0	4	5
1453	82.0	4	5
1454	2.0	1	1
1455		3	2
1456	5.0	1	1
1457		3	2
1458		3	2
1459	1.0	1	1
1459	2.0	1	1
1460	1.0	2	2
1460	1.0	1	1
1461	1.0	1	1
1461	2.0	1	1
1462	1.0	1	1
1463	1.0	1	1
1463	2.0	1	1
1464	4.0	3	1
1464	3.0	3	1
1465		3	2
1465	5.0	1	1
1466	5.0	1	1
1466		3	2
1467	1.0	1	1
1468	2.0	1	1
1469		3	2
