uniprot_acc	mlo	rol	db
Q9GZV4	Stress granule	client	drllps
O75691	Nucleolus	client	drllps
Q15555	Stress granule	client	drllps
Q15555	Postsynaptic density	client	drllps
Q92904	Stress granule	client	drllps
P68431	Nucleolus	client	drllps
Q9Y5B9	Nucleolus	client	drllps
P35606	Stress granule	client	drllps
P49760	Nuclear speckle	client	drllps
Q9H0D6	Nucleolus	client	drllps
Q9H0D6	P-body	client	drllps
Q9H0D6	Stress granule	client	drllps
P22455	Nucleolus	client	drllps
P07333	Nucleolus	client	drllps
Q96GN5	Others	client	drllps
P04350	Nucleolus	client	drllps
P04350	Postsynaptic density	client	drllps
Q99623	Nucleolus	client	drllps
Q99623	Stress granule	client	drllps
Q99623	Postsynaptic density	client	drllps
P61626	P-body	client	drllps
Q9ULZ3	Others	client	drllps
O95757	Nucleolus	client	drllps
O95757	Postsynaptic density	client	drllps
Q8IZT6	Centrosome/Spindle pole body	client	drllps
Q16658	Stress granule	client	drllps
Q16658	Postsynaptic density	client	drllps
Q9UQE7	Nucleolus	client	drllps
Q9UQE7	Centrosome/Spindle pole body	client	drllps
Q9UQE7	P-body	client	drllps
Q13561	Centrosome/Spindle pole body	client	drllps
Q13561	Postsynaptic density	client	drllps
O95336	Nucleolus	client	drllps
Q8TAP6	Centrosome/Spindle pole body	client	drllps
O00422	Nucleolus	client	drllps
P62847	Nucleolus	client	drllps
P62847	Stress granule	client	drllps
Q9Y3I0	Nucleolus	client	drllps
Q9Y3I0	P-body	client	drllps
Q9Y3I0	Stress granule	client	drllps
Q9Y3I0	Postsynaptic density	client	drllps
Q12874	Nuclear speckle	client	drllps
Q12874	Nucleolus	client	drllps
Q12874	Stress granule	client	drllps
Q9P0L9	Centrosome/Spindle pole body	client	drllps
Q12986	P-body	client	drllps
Q12986	Stress granule	client	drllps
Q9BRA2	Stress granule	client	drllps
Q02413	P-body	client	drllps
Q9BR76	Stress granule	client	drllps
Q9BR76	Postsynaptic density	client	drllps
P78312	P-body	client	drllps
P78312	Stress granule	client	drllps
P33981	Centrosome/Spindle pole body	client	drllps
P0DPB6	Nucleolus	client	drllps
P06400	Centrosome/Spindle pole body	client	drllps
P09661	Cajal body	client	drllps
P09661	Nuclear speckle	client	drllps
P09661	Nucleolus	client	drllps
Q8WVM0	Mitochondrial RNA granule	client	drllps
O15527	Nuclear speckle	client	drllps
O15527	Centrosome/Spindle pole body	client	drllps
O15527	Stress granule	client	drllps
Q16775	P-body	client	drllps
Q15029	Nucleolus	client	drllps
Q15029	P-body	client	drllps
P0DMV9	Nucleolus	client	drllps
P0DMV9	Centrosome/Spindle pole body	client	drllps
P0DMV9	Postsynaptic density	client	drllps
Q9NY61	Nucleolus	client	drllps
Q8TEM1	Nucleolus	client	drllps
Q92759	Nucleolus	client	drllps
O60341	Centrosome/Spindle pole body	client	drllps
P06733	Nucleolus	client	drllps
P06733	Postsynaptic density	client	drllps
A8K8P3	Centrosome/Spindle pole body	client	drllps
Q9Y3A5	Nucleolus	client	drllps
Q9GZR7	Nucleolus	client	drllps
Q96NI6	Nucleolus	client	drllps
Q9Y2K5	P-body	client	drllps
Q9Y2K5	Stress granule	client	drllps
Q96BH1	Stress granule	client	drllps
O75530	PcG body	client	drllps
Q99832	Nucleolus	client	drllps
Q99832	Postsynaptic density	client	drllps
Q9NUD5	P-body	client	drllps
Q9NUD5	Stress granule	client	drllps
P53396	Nucleolus	client	drllps
P53396	Postsynaptic density	client	drllps
Q9UBQ5	Nucleolus	client	drllps
Q9UBQ5	Stress granule	client	drllps
P62753	Nucleolus	client	drllps
P62753	Stress granule	client	drllps
P47914	Nucleolus	client	drllps
Q9Y276	Nucleolus	client	drllps
Q96QD9	Nuclear speckle	client	drllps
P42696	Nucleolus	client	drllps
Q9ULC4	Nucleolus	client	drllps
Q15032	P-body	client	drllps
Q15032	Stress granule	client	drllps
P62241	Nucleolus	client	drllps
Q06609	DNA damage foci	client	drllps
Q9UKD2	Nucleolus	client	drllps
P78406	Nucleolus	client	drllps
Q96JB5	Centrosome/Spindle pole body	client	drllps
Q96JB5	Postsynaptic density	client	drllps
Q15435	Postsynaptic density	client	drllps
Q13573	Nucleolus	client	drllps
P51659	Nucleolus	client	drllps
P51659	Postsynaptic density	client	drllps
Q9UNH5	Centrosome/Spindle pole body	client	drllps
P02768	P-body	client	drllps
P55036	Centrosome/Spindle pole body	client	drllps
Q9NPE3	Nucleolus	client	drllps
Q96SI9	P-body	client	drllps
Q5T8D3	Stress granule	client	drllps
Q5T8D3	Postsynaptic density	client	drllps
P00338	Nucleolus	client	drllps
P00338	Postsynaptic density	client	drllps
P62249	Nucleolus	client	drllps
P62249	P-body	client	drllps
P62249	Postsynaptic density	client	drllps
P49454	Centrosome/Spindle pole body	client	drllps
Q5VWX1	Nucleolus	client	drllps
Q5VWX1	Sam68 nuclear body	client	drllps
Q14204	Nucleolus	client	drllps
Q14204	Centrosome/Spindle pole body	client	drllps
Q14204	Stress granule	client	drllps
Q14204	Postsynaptic density	client	drllps
Q9NX58	Nucleolus	client	drllps
O15360	Centrosome/Spindle pole body	client	drllps
O95433	Stress granule	client	drllps
O95433	Postsynaptic density	client	drllps
Q9H5V9	Nucleolus	client	drllps
P49815	Centrosome/Spindle pole body	client	drllps
P49815	Postsynaptic density	client	drllps
Q9UMS4	Nuclear speckle	client	drllps
Q9UMS4	Nucleolus	client	drllps
O43663	PcG body	client	drllps
P32780	Nucleolus	client	drllps
Q96CT7	Centrosome/Spindle pole body	client	drllps
Q96CT7	Stress granule	client	drllps
Q96CT7	Postsynaptic density	client	drllps
Q9Y5J7	Nucleolus	client	drllps
Q8TDC3	Centrosome/Spindle pole body	client	drllps
Q8TDC3	Postsynaptic density	client	drllps
Q9UJV9	Nucleolus	client	drllps
Q9UJV9	P-body	client	drllps
O75935	Centrosome/Spindle pole body	client	drllps
O75935	Postsynaptic density	client	drllps
Q9NRW1	Nucleolus	client	drllps
Q9NRW1	Postsynaptic density	client	drllps
P23297	Centrosome/Spindle pole body	client	drllps
P04629	Centrosome/Spindle pole body	client	drllps
Q9NV06	Nucleolus	client	drllps
Q6W2J9	Nucleolus	client	drllps
Q9UL19	Centrosome/Spindle pole body	client	drllps
P62841	Nucleolus	client	drllps
P49768	Centrosome/Spindle pole body	client	drllps
O43143	Nucleolus	client	drllps
O43143	P-body	client	drllps
P53999	Nucleolus	client	drllps
P07199	Nucleolus	client	drllps
P07199	Stress granule	client	drllps
P11177	Nucleolus	client	drllps
P11177	Postsynaptic density	client	drllps
P62424	Nucleolus	client	drllps
P62424	Postsynaptic density	client	drllps
O15145	Nucleolus	client	drllps
O15145	Postsynaptic density	client	drllps
P49720	Nucleolus	client	drllps
Q6UB35	Nucleolus	client	drllps
Q6UB35	Postsynaptic density	client	drllps
P23396	Nucleolus	client	drllps
P23396	P-body	client	drllps
P23396	Stress granule	client	drllps
P23396	Postsynaptic density	client	drllps
Q92540	Nucleolus	client	drllps
Q92540	P-body	client	drllps
Q92540	Stress granule	client	drllps
Q0ZGT2	Stress granule	client	drllps
P49750	Stress granule	client	drllps
Q93052	Stress granule	client	drllps
Q6MZM0	Nucleolus	client	drllps
P82914	Nucleolus	client	drllps
P17987	Centrosome/Spindle pole body	client	drllps
P17987	Stress granule	client	drllps
P17987	Postsynaptic density	client	drllps
A5YKK6	P-body	client	drllps
A5YKK6	Stress granule	client	drllps
O75764	Nucleolus	client	drllps
Q7Z6E9	Nucleolus	client	drllps
Q00325	Nucleolus	client	drllps
Q00325	Postsynaptic density	client	drllps
Q8N8A6	Nucleolus	client	drllps
P62917	Nucleolus	client	drllps
P62917	Postsynaptic density	client	drllps
P49961	Stress granule	client	drllps
Q8IWA0	Nucleolus	client	drllps
Q8IZH2	P-body	client	drllps
Q8IZH2	Stress granule	client	drllps
Q96CW5	Centrosome/Spindle pole body	client	drllps
Q96CW5	P-body	client	drllps
P50579	Stress granule	client	drllps
Q9UJ70	Nuclear speckle	client	drllps
O43583	Nucleolus	client	drllps
Q9BRX2	Nucleolus	client	drllps
Q9BRX2	Stress granule	client	drllps
Q96EU6	Nucleolus	client	drllps
O14617	Nucleolus	client	drllps
O14617	Postsynaptic density	client	drllps
P62308	Cajal body	client	drllps
Q9NY93	Nucleolus	client	drllps
Q9Y224	Nucleolus	client	drllps
Q9Y224	Neuronal granule	client	drllps
Q9Y224	Stress granule	client	drllps
Q9BX68	Nucleolus	client	drllps
Q9NX63	Stress granule	client	drllps
Q9NX63	Postsynaptic density	client	drllps
Q9Y315	Stress granule	client	drllps
Q96A72	Stress granule	client	drllps
Q6PJT7	Stress granule	client	drllps
Q99627	Centrosome/Spindle pole body	client	drllps
Q6GMV2	Stress granule	client	drllps
Q9Y2X3	Cajal body	client	drllps
Q9Y2X3	Nucleolus	client	drllps
Q9Y2X3	P-body	client	drllps
Q9Y2X3	Stress granule	client	drllps
Q92841	Nucleolus	client	drllps
Q92841	Postsynaptic density	client	drllps
Q6PI48	Mitochondrial RNA granule	client	drllps
P01023	PML nuclear body	client	drllps
Q9H9G7	P-body	client	drllps
Q9H9G7	Stress granule	client	drllps
P55039	Nucleolus	client	drllps
Q9UHA3	Nucleolus	client	drllps
P49207	Nucleolus	client	drllps
P29803	Nucleolus	client	drllps
Q9UBV8	Stress granule	client	drllps
Q9UBV8	Others	client	drllps
Q8WWY3	Nucleolus	client	drllps
P21802	Nucleolus	client	drllps
Q14008	Nucleolus	client	drllps
Q14008	Centrosome/Spindle pole body	client	drllps
Q14008	Postsynaptic density	client	drllps
Q96T88	Nucleolus	client	drllps
Q9H4B6	Centrosome/Spindle pole body	client	drllps
Q6IQ16	Cajal body	client	drllps
Q6ZUT6	Stress granule	client	drllps
Q9BUV0	Others	client	drllps
P29144	Centrosome/Spindle pole body	client	drllps
P50914	Nucleolus	client	drllps
P50914	Postsynaptic density	client	drllps
P62879	Stress granule	client	drllps
Q9H000	P-body	client	drllps
Q9H000	Stress granule	client	drllps
Q99460	Centrosome/Spindle pole body	client	drllps
P21912	Nucleolus	client	drllps
Q16665	Nuclear speckle	client	drllps
O15013	Centrosome/Spindle pole body	client	drllps
Q9HD33	Nucleolus	client	drllps
Q9HD33	Mitochondrial RNA granule	client	drllps
Q9NVX2	Nucleolus	client	drllps
P11309	Centrosome/Spindle pole body	client	drllps
Q08AM6	Centrosome/Spindle pole body	client	drllps
Q08AM6	Postsynaptic density	client	drllps
P50995	Centrosome/Spindle pole body	client	drllps
P50995	Stress granule	client	drllps
P50995	Postsynaptic density	client	drllps
P09001	Nucleolus	client	drllps
O14818	Nucleolus	client	drllps
Q15061	Nucleolus	client	drllps
Q9Y3A2	Nucleolus	client	drllps
Q9Y3A2	P-body	client	drllps
Q9NQC7	Postsynaptic density	client	drllps
P62745	Postsynaptic density	client	drllps
O60573	P-body	client	drllps
O60573	Stress granule	client	drllps
Q9Y4W6	Nucleolus	client	drllps
Q9Y4W6	Postsynaptic density	client	drllps
Q13418	Centrosome/Spindle pole body	client	drllps
Q02297	Nucleolus	client	drllps
Q8IZU3	Stress granule	client	drllps
Q9NYV6	Nucleolus	client	drllps
P53990	Centrosome/Spindle pole body	client	drllps
P53990	Postsynaptic density	client	drllps
Q9NYL9	Stress granule	client	drllps
Q9H6S0	P-body	client	drllps
Q9H6S0	Stress granule	client	drllps
Q9NZA1	Nucleolus	client	drllps
O75150	Nucleolus	client	drllps
O75150	PML nuclear body	client	drllps
Q9Y2R4	Nucleolus	client	drllps
Q99567	Stress granule	client	drllps
O43615	Nucleolus	client	drllps
P41236	Centrosome/Spindle pole body	client	drllps
P26358	Nucleolus	client	drllps
Q9NX24	Nucleolus	client	drllps
Q04760	Stress granule	client	drllps
Q9BYD3	Nucleolus	client	drllps
Q9H8M7	Nucleolus	client	drllps
Q9BUQ8	Nucleolus	client	drllps
Q9P1U0	Nucleolus	client	drllps
O96008	Nucleolus	client	drllps
Q96FC9	Centrosome/Spindle pole body	client	drllps
Q13813	P-body	client	drllps
Q13813	Postsynaptic density	client	drllps
Q8WWK9	Centrosome/Spindle pole body	client	drllps
Q8WWK9	Spindle apparatus	client	drllps
Q02218	Nucleolus	client	drllps
Q02218	Postsynaptic density	client	drllps
Q6IA86	Stress granule	client	drllps
Q6P2Q9	Nuclear speckle	client	drllps
Q6P2Q9	Nucleolus	client	drllps
Q03701	Nucleolus	client	drllps
Q12849	P-body	client	drllps
Q12849	Stress granule	client	drllps
Q12849	Mitochondrial RNA granule	client	drllps
P42766	Nucleolus	client	drllps
P42766	Postsynaptic density	client	drllps
Q04837	Nucleolus	client	drllps
Q04837	Postsynaptic density	client	drllps
P23193	Nucleolus	client	drllps
P23193	Stress granule	client	drllps
Q92621	Nucleolus	client	drllps
Q92621	Stress granule	client	drllps
P08574	Nucleolus	client	drllps
Q9Y5S9	Nucleolus	client	drllps
Q9NXZ2	Nucleolus	client	drllps
Q13200	Centrosome/Spindle pole body	client	drllps
Q13200	Stress granule	client	drllps
Q13200	Postsynaptic density	client	drllps
O43602	Centrosome/Spindle pole body	client	drllps
O43602	Postsynaptic density	client	drllps
P62875	Nucleolus	client	drllps
Q9BXP5	Stress granule	client	drllps
P39656	Nucleolus	client	drllps
Q92930	Nucleolus	client	drllps
Q92930	Postsynaptic density	client	drllps
P23921	Nucleolus	client	drllps
Q8NCQ7	Nucleolus	client	drllps
O95833	Nucleolus	client	drllps
Q86UK7	P-body	client	drllps
Q86UK7	Stress granule	client	drllps
Q15046	Nucleolus	client	drllps
Q15046	Postsynaptic density	client	drllps
Q5T447	Paraspeckle	client	drllps
A0FGR9	Nucleolus	client	drllps
Q02543	Nucleolus	client	drllps
P61923	Nucleolus	client	drllps
Q12834	Centrosome/Spindle pole body	client	drllps
Q9BX66	Stress granule	client	drllps
Q9BX66	Postsynaptic density	client	drllps
Q504Q3	P-body	client	drllps
Q504Q3	Stress granule	client	drllps
Q16667	Centrosome/Spindle pole body	client	drllps
Q8NHV4	Centrosome/Spindle pole body	client	drllps
Q58A45	P-body	client	drllps
Q58A45	Stress granule	client	drllps
Q8WUD1	Nucleolus	client	drllps
Q9H4Y5	Nucleolus	client	drllps
P25205	Nucleolus	client	drllps
Q13042	Centrosome/Spindle pole body	client	drllps
Q8IZD4	P-body	client	drllps
Q8IZD4	Stress granule	client	drllps
P46940	Postsynaptic density	client	drllps
P09132	Nucleolus	client	drllps
P42771	Nucleolus	client	drllps
Q9BX40	P-body	client	drllps
Q9BX40	Stress granule	client	drllps
Q92597	Centrosome/Spindle pole body	client	drllps
Q92597	Postsynaptic density	client	drllps
Q8WTT2	Nucleolus	client	drllps
P07237	Nucleolus	client	drllps
P07237	Stress granule	client	drllps
Q01518	Stress granule	client	drllps
Q01518	Postsynaptic density	client	drllps
Q9HCS7	P-body	client	drllps
P42285	Nucleolus	client	drllps
Q9NPD3	Nucleolus	client	drllps
Q9NZN3	Nucleolus	client	drllps
Q9NZN3	Postsynaptic density	client	drllps
Q15833	Nucleolus	client	drllps
Q96B26	Nucleolus	client	drllps
P35232	Nucleolus	client	drllps
P35232	Postsynaptic density	client	drllps
P63167	Centrosome/Spindle pole body	client	drllps
P63167	Postsynaptic density	client	drllps
P59998	Nucleolus	client	drllps
O95684	Centrosome/Spindle pole body	client	drllps
Q7L014	Nuclear speckle	client	drllps
Q7L014	Nucleolus	client	drllps
Q8NEJ9	Nucleolus	client	drllps
Q8NEJ9	Sam68 nuclear body	client	drllps
P60673	Nucleolus	client	drllps
O95072	Centrosome/Spindle pole body	client	drllps
O43395	Nucleolus	client	drllps
Q8IX01	Stress granule	client	drllps
Q9UM13	Centrosome/Spindle pole body	client	drllps
Q96A57	Stress granule	client	drllps
O00425	P-body	client	drllps
O00425	Stress granule	client	drllps
Q16836	Nucleolus	client	drllps
Q16836	Postsynaptic density	client	drllps
P52272	Nucleolus	client	drllps
P52272	P-body	client	drllps
P52272	Stress granule	client	drllps
P52272	Postsynaptic density	client	drllps
P06493	Cajal body	client	drllps
P06493	Nuclear speckle	client	drllps
P06493	Nucleolus	client	drllps
P06493	Centrosome/Spindle pole body	client	drllps
P06493	Stress granule	client	drllps
R4GMX3	PcG body	client	drllps
Q9NQ55	Nucleolus	client	drllps
Q9ULX6	Stress granule	client	drllps
P18754	Nucleolus	client	drllps
P18754	Stress granule	client	drllps
Q6ZRV2	Nuclear speckle	client	drllps
O75937	Nucleolus	client	drllps
O75937	Stress granule	client	drllps
P49411	Nucleolus	client	drllps
P49411	Stress granule	client	drllps
P49411	Postsynaptic density	client	drllps
Q9UJZ1	Nucleolus	client	drllps
Q9UJZ1	Postsynaptic density	client	drllps
Q8TF46	P-body	client	drllps
Q8TF46	Stress granule	client	drllps
Q99615	Stress granule	client	drllps
Q7Z478	Nucleolus	client	drllps
Q01814	Nucleolus	client	drllps
Q01814	Postsynaptic density	client	drllps
Q5SW96	Centrosome/Spindle pole body	client	drllps
Q9UGJ1	Centrosome/Spindle pole body	client	drllps
P21964	Centrosome/Spindle pole body	client	drllps
P27144	Nucleolus	client	drllps
Q6P587	Nucleolus	client	drllps
Q86UW6	P-body	client	drllps
Q86UW6	Stress granule	client	drllps
Q9UBU8	Nucleolus	client	drllps
Q5HY92	Centrosome/Spindle pole body	client	drllps
Q9UJT2	Centrosome/Spindle pole body	client	drllps
Q9H8H2	Nucleolus	client	drllps
P26368	Nuclear speckle	client	drllps
P26368	Nucleolus	client	drllps
O60641	Nucleolus	client	drllps
O60641	Postsynaptic density	client	drllps
Q9UI10	Nucleolus	client	drllps
P12956	Nucleolus	client	drllps
P12956	P-body	client	drllps
Q9NZB2	P-body	client	drllps
Q9NZB2	Stress granule	client	drllps
P10242	PML nuclear body	client	drllps
Q5TZA2	Centrosome/Spindle pole body	client	drllps
Q5TZA2	Stress granule	client	drllps
O43242	Centrosome/Spindle pole body	client	drllps
Q8TF40	Centrosome/Spindle pole body	client	drllps
P27695	Nucleolus	client	drllps
P27695	Stress granule	client	drllps
O95983	Centrosome/Spindle pole body	client	drllps
Q9NRM2	Cajal body	client	drllps
P26641	Nucleolus	client	drllps
P26641	Stress granule	client	drllps
Q9UBP6	PML nuclear body	client	drllps
P55081	Stress granule	client	drllps
Q9NV31	Nucleolus	client	drllps
Q9NV31	Others	client	drllps
Q15814	Centrosome/Spindle pole body	client	drllps
P20042	Nucleolus	client	drllps
P20042	Stress granule	client	drllps
Q96NC0	Nucleolus	client	drllps
P51648	Stress granule	client	drllps
P51648	Postsynaptic density	client	drllps
Q8N715	Others	client	drllps
P38936	Centrosome/Spindle pole body	client	drllps
Q9Y4L1	Nucleolus	client	drllps
Q9H1J1	Nucleolus	client	drllps
Q9H1J1	Stress granule	client	drllps
Q9NQ29	Nuclear speckle	client	drllps
O00566	Nucleolus	client	drllps
Q8NDD1	Nucleolus	client	drllps
O75940	Nucleolus	client	drllps
O00584	P-body	client	drllps
Q8IY81	Nucleolus	client	drllps
Q8IY81	Stress granule	client	drllps
A0A0U1RRE5	P-body	client	drllps
Q9UHC1	Nucleolus	client	drllps
Q8WYA6	Nuclear speckle	client	drllps
Q8WYA6	Nucleolus	client	drllps
Q9NYF8	Stress granule	client	drllps
Q96EA4	Centrosome/Spindle pole body	client	drllps
O75127	Mitochondrial RNA granule	client	drllps
Q86VQ0	Centrosome/Spindle pole body	client	drllps
P40227	Nucleolus	client	drllps
P40227	Stress granule	client	drllps
P40227	Postsynaptic density	client	drllps
Q8NC69	PML nuclear body	client	drllps
Q6UWX4	PML nuclear body	client	drllps
P60484	Centrosome/Spindle pole body	client	drllps
Q9ULM6	P-body	client	drllps
Q9ULM6	Stress granule	client	drllps
Q9BTW9	Centrosome/Spindle pole body	client	drllps
Q9BTW9	Postsynaptic density	client	drllps
P10809	Nucleolus	client	drllps
P10809	Stress granule	client	drllps
P10809	Postsynaptic density	client	drllps
Q9UPN4	Centrosome/Spindle pole body	client	drllps
Q03164	Nucleolus	client	drllps
Q03164	Others	client	drllps
P42336	Centrosome/Spindle pole body	client	drllps
Q9NQT5	Nucleolus	client	drllps
Q71RC2	P-body	client	drllps
Q71RC2	Stress granule	client	drllps
Q66K74	Centrosome/Spindle pole body	client	drllps
Q96EZ8	Centrosome/Spindle pole body	client	drllps
O15524	Centrosome/Spindle pole body	client	drllps
Q9NVX0	Centrosome/Spindle pole body	client	drllps
Q9H0S4	Nucleolus	client	drllps
Q9H0S4	Stress granule	client	drllps
P13861	Centrosome/Spindle pole body	client	drllps
P13861	Postsynaptic density	client	drllps
Q9Y333	Nucleolus	client	drllps
P31689	Nucleolus	client	drllps
P31689	Postsynaptic density	client	drllps
P61758	Stress granule	client	drllps
Q8TDN6	Nucleolus	client	drllps
Q8TDN6	P-body	client	drllps
Q13098	Centrosome/Spindle pole body	client	drllps
Q5JTZ9	Mitochondrial RNA granule	client	drllps
Q8IY57	Nucleolus	client	drllps
Q9Y6F1	Centrosome/Spindle pole body	client	drllps
Q8NBQ7	Nucleolus	client	drllps
P54198	PML nuclear body	client	drllps
O00505	Nucleolus	client	drllps
O00505	Stress granule	client	drllps
Q13415	Centrosome/Spindle pole body	client	drllps
Q13315	DNA damage foci	client	drllps
Q13315	Nucleolus	client	drllps
Q13315	Centrosome/Spindle pole body	client	drllps
Q9NU22	Nucleolus	client	drllps
Q14687	Others	client	drllps
P54727	Stress granule	client	drllps
P09874	Nucleolus	client	drllps
P09874	Centrosome/Spindle pole body	client	drllps
P09874	Stress granule	client	drllps
P09874	Postsynaptic density	client	drllps
Q14493	Stress granule	client	drllps
Q86XP3	Nucleolus	client	drllps
P22392	Nucleolus	client	drllps
P63096	Centrosome/Spindle pole body	client	drllps
P63096	Postsynaptic density	client	drllps
P62491	Nucleolus	client	drllps
Q96GM8	Cajal body	client	drllps
Q13868	Nucleolus	client	drllps
Q15468	Centrosome/Spindle pole body	client	drllps
Q13425	Stress granule	client	drllps
Q13425	Postsynaptic density	client	drllps
P62195	Centrosome/Spindle pole body	client	drllps
Q86V48	P-body	client	drllps
Q86V48	Stress granule	client	drllps
Q9NRX1	Nucleolus	client	drllps
Q15050	Nucleolus	client	drllps
P14678	Nucleolus	client	drllps
Q15560	Nucleolus	client	drllps
Q9UQ80	Nucleolus	client	drllps
Q9NT62	Stress granule	client	drllps
Q8N5K1	Nucleolus	client	drllps
Q9H7B2	Nucleolus	client	drllps
Q9H7B2	P-body	client	drllps
Q8IXJ6	Centrosome/Spindle pole body	client	drllps
Q8IXJ6	Postsynaptic density	client	drllps
P55769	Nucleolus	client	drllps
Q8N0Z3	Centrosome/Spindle pole body	client	drllps
Q53HL2	Nucleolus	client	drllps
Q8N122	Stress granule	client	drllps
O00567	Cajal body	client	drllps
O00567	Nucleolus	client	drllps
O00567	P-body	client	drllps
Q96QR8	Stress granule	client	drllps
Q96QR8	Postsynaptic density	client	drllps
Q99547	Nucleolus	client	drllps
P61236	Centrosome/Spindle pole body	client	drllps
Q86YF9	Stress granule	client	drllps
O15091	Mitochondrial RNA granule	client	drllps
Q9BW11	PML nuclear body	client	drllps
O94788	Nucleolus	client	drllps
Q13442	Stress granule	client	drllps
P52434	Nucleolus	client	drllps
Q9C040	Stress granule	client	drllps
Q9C040	Postsynaptic density	client	drllps
Q01081	Nucleolus	client	drllps
Q01081	Stress granule	client	drllps
Q9Y324	Nucleolus	client	drllps
P02489	Stress granule	client	drllps
O75818	Nucleolus	client	drllps
P0CG48	Nucleolus	client	drllps
P0CG48	Postsynaptic density	client	drllps
P0CG48	Others	client	drllps
O15042	Nuclear speckle	client	drllps
Q9BVP2	Nucleolus	client	drllps
O15347	Nucleolus	client	drllps
O15347	Stress granule	client	drllps
Q9UHD1	Stress granule	client	drllps
Q04695	Nucleolus	client	drllps
P62306	Stress granule	client	drllps
Q9BRK4	Centrosome/Spindle pole body	client	drllps
Q9Y3A4	Nucleolus	client	drllps
P38646	Nucleolus	client	drllps
P38646	Centrosome/Spindle pole body	client	drllps
P38646	Stress granule	client	drllps
P38646	Postsynaptic density	client	drllps
O43837	Nucleolus	client	drllps
Q9H9L3	Nucleolus	client	drllps
Q9Y2P8	Nucleolus	client	drllps
P48735	Nucleolus	client	drllps
P48735	Postsynaptic density	client	drllps
O60287	Nucleolus	client	drllps
Q14566	Nucleolus	client	drllps
Q13601	Nucleolus	client	drllps
Q13601	Others	client	drllps
Q9BTV5	Centrosome/Spindle pole body	client	drllps
Q9BTV5	Postsynaptic density	client	drllps
Q14241	Nucleolus	client	drllps
O14965	Droplet	client	drllps
O14965	Centrosome/Spindle pole body	client	drllps
O14965	Others	client	drllps
O00442	Stress granule	client	drllps
P34932	Nucleolus	client	drllps
P34932	Stress granule	client	drllps
P34932	Postsynaptic density	client	drllps
Q9Y5J1	Nucleolus	client	drllps
Q9Y5J1	Stress granule	client	drllps
P54819	Nucleolus	client	drllps
P28482	Centrosome/Spindle pole body	client	drllps
P28482	Postsynaptic density	client	drllps
O00186	Nucleolus	client	drllps
O00186	Postsynaptic density	client	drllps
P61604	Nucleolus	client	drllps
P18887	Nucleolus	client	drllps
P18887	PML nuclear body	client	drllps
P18887	Centrosome/Spindle pole body	client	drllps
O60812	P-body	client	drllps
Q9BT78	Centrosome/Spindle pole body	client	drllps
P53621	Nucleolus	client	drllps
P53621	Postsynaptic density	client	drllps
O43463	Others	client	drllps
Q9H019	Stress granule	client	drllps
Q9Y6G9	Centrosome/Spindle pole body	client	drllps
Q9Y6G9	Postsynaptic density	client	drllps
P51178	Postsynaptic density	client	drllps
P52701	Stress granule	client	drllps
P03950	Stress granule	client	drllps
O95602	Cajal body	client	drllps
O95602	Nucleolus	client	drllps
P32969	Nucleolus	client	drllps
P32969	Postsynaptic density	client	drllps
P06744	Nucleolus	client	drllps
P06744	Postsynaptic density	client	drllps
Q9NY27	Centrosome/Spindle pole body	client	drllps
Q07157	Postsynaptic density	client	drllps
Q9BW27	Centrosome/Spindle pole body	client	drllps
C9JRZ8	Nucleolus	client	drllps
Q8NBX0	Postsynaptic density	client	drllps
P28066	Nucleolus	client	drllps
Q3B726	Nucleolus	client	drllps
P25705	Nucleolus	client	drllps
P25705	Stress granule	client	drllps
P25705	Postsynaptic density	client	drllps
Q92925	Nucleolus	client	drllps
Q9H0C2	Nucleolus	client	drllps
Q9H0C2	Postsynaptic density	client	drllps
Q9NRR4	Stress granule	client	drllps
P40692	Nucleolus	client	drllps
Q6P1J9	Nucleolus	client	drllps
Q6P1J9	Stress granule	client	drllps
Q6NYC8	Stress granule	client	drllps
O75410	Centrosome/Spindle pole body	client	drllps
O75410	Postsynaptic density	client	drllps
Q8WYQ5	Nuclear speckle	client	drllps
Q8WYQ5	Nucleolus	client	drllps
Q8WYQ5	P-body	client	drllps
Q13905	Nuclear speckle	client	drllps
P10515	Nucleolus	client	drllps
P10515	Postsynaptic density	client	drllps
A1L3X0	Nucleolus	client	drllps
Q9H8X2	Centrosome/Spindle pole body	client	drllps
P11137	Centrosome/Spindle pole body	client	drllps
P11137	Postsynaptic density	client	drllps
P27708	Nucleolus	client	drllps
P27708	Postsynaptic density	client	drllps
Q70YC5	Centrosome/Spindle pole body	client	drllps
P08670	Nucleolus	client	drllps
P08670	Postsynaptic density	client	drllps
Q9Y5J9	Nucleolus	client	drllps
Q9UKX7	Stress granule	client	drllps
P47755	Stress granule	client	drllps
P47755	Postsynaptic density	client	drllps
Q9H4A3	Stress granule	client	drllps
Q9H4A3	Postsynaptic density	client	drllps
Q96MU7	Nuclear speckle	client	drllps
Q96MU7	Sam68 nuclear body	client	drllps
Q92879	P-body	client	drllps
Q92879	Stress granule	client	drllps
O60684	Stress granule	client	drllps
O43805	Centrosome/Spindle pole body	client	drllps
Q52LJ0	Nucleolus	client	drllps
Q52LJ0	Stress granule	client	drllps
Q9HCG8	Stress granule	client	drllps
Q8NI36	Nucleolus	client	drllps
