uniprot_acc	mlo	rol	db
Q13885	Nucleolus	client	drllps
Q13885	Postsynaptic density	client	drllps
Q9UNF1	Stress granule	client	drllps
P40222	Nucleolus	client	drllps
Q9UI30	Nucleolus	client	drllps
Q8TBZ0	Centrosome/Spindle pole body	client	drllps
Q8N157	Centrosome/Spindle pole body	client	drllps
O75489	Nucleolus	client	drllps
O75489	Postsynaptic density	client	drllps
Q5JSZ5	P-body	client	drllps
Q5JSZ5	Stress granule	client	drllps
P22692	Centrosome/Spindle pole body	client	drllps
Q92575	Stress granule	client	drllps
Q9Y221	Nucleolus	client	drllps
A0A0G2JMS6	PML nuclear body	client	drllps
Q86SE8	Nucleolus	client	drllps
O43293	Centrosome/Spindle pole body	client	drllps
Q92994	Stress granule	client	drllps
Q7Z2T5	Nucleolus	client	drllps
O95453	Nucleolus	client	drllps
O95453	Stress granule	client	drllps
Q00839	Nucleolus	client	drllps
Q00839	P-body	client	drllps
Q00839	Stress granule	client	drllps
Q86X55	Nuclear speckle	client	drllps
Q86X55	Stress granule	client	drllps
P15408	PML nuclear body	client	drllps
Q14289	Centrosome/Spindle pole body	client	drllps
Q14289	Postsynaptic density	client	drllps
Q9UHB9	Nucleolus	client	drllps
Q9UHB9	Stress granule	client	drllps
Q6PKG0	Stress granule	client	drllps
P36578	Nucleolus	client	drllps
P36578	Postsynaptic density	client	drllps
Q6RFH5	Nucleolus	client	drllps
P00505	Nucleolus	client	drllps
P00505	Postsynaptic density	client	drllps
Q8NHQ1	Centrosome/Spindle pole body	client	drllps
Q5RKV6	Nucleolus	client	drllps
O14920	Centrosome/Spindle pole body	client	drllps
Q8WWW0	Centrosome/Spindle pole body	client	drllps
P46060	Stress granule	client	drllps
P46060	Postsynaptic density	client	drllps
P32119	Nucleolus	client	drllps
P32119	Postsynaptic density	client	drllps
Q9H4M9	Nucleolus	client	drllps
Q9H4M9	Postsynaptic density	client	drllps
Q5JTH9	Nucleolus	client	drllps
Q969P6	Nucleolus	client	drllps
Q12972	Stress granule	client	drllps
Q9BSJ8	Nucleolus	client	drllps
Q9BSJ8	Stress granule	client	drllps
Q9BSJ8	Postsynaptic density	client	drllps
Q9BVJ6	Nucleolus	client	drllps
Q96RK4	Centrosome/Spindle pole body	client	drllps
P34896	Nucleolus	client	drllps
Q9UNQ2	Nucleolus	client	drllps
Q9BZZ5	Nucleolus	client	drllps
Q8N3E9	Postsynaptic density	client	drllps
Q6NX45	PML nuclear body	client	drllps
Q7L5Y9	Centrosome/Spindle pole body	client	drllps
P53992	Stress granule	client	drllps
P53992	Postsynaptic density	client	drllps
Q9HCM7	P-body	client	drllps
Q9HCM7	Stress granule	client	drllps
Q6PJG6	Stress granule	client	drllps
Q7Z417	P-body	client	drllps
Q7Z417	Stress granule	client	drllps
P22314	Nucleolus	client	drllps
P22314	Stress granule	client	drllps
P22314	Postsynaptic density	client	drllps
Q00403	Nucleolus	client	drllps
Q86SQ0	Stress granule	client	drllps
Q6IQ19	Centrosome/Spindle pole body	client	drllps
Q9Y383	Nuclear speckle	client	drllps
Q9Y383	Nucleolus	client	drllps
Q9UBB9	Others	client	drllps
Q93062	Neuronal granule	client	drllps
Q93062	Stress granule	client	drllps
P34947	Centrosome/Spindle pole body	client	drllps
P35268	Nucleolus	client	drllps
O14578	Stress granule	client	drllps
O14578	Postsynaptic density	client	drllps
Q08881	Receptor cluster	client	drllps
Q9UI15	Stress granule	client	drllps
Q9UI15	Postsynaptic density	client	drllps
P07910	Nucleolus	client	drllps
P07910	P-body	client	drllps
P07910	Stress granule	client	drllps
O75179	P-body	client	drllps
O75179	Stress granule	client	drllps
Q13526	Centrosome/Spindle pole body	client	drllps
Q13526	Postsynaptic density	client	drllps
P51553	Nucleolus	client	drllps
P42224	Stress granule	client	drllps
P42224	Postsynaptic density	client	drllps
P62633	Stress granule	client	drllps
O00291	Postsynaptic density	client	drllps
Q9Y3E7	Centrosome/Spindle pole body	client	drllps
P83731	Nucleolus	client	drllps
P83731	Postsynaptic density	client	drllps
Q8N3C0	P-body	client	drllps
Q8N3C0	Stress granule	client	drllps
Q8NCW5	Centrosome/Spindle pole body	client	drllps
Q5QJE6	Nucleolus	client	drllps
Q7LBC6	Nucleolus	client	drllps
Q13772	Spindle apparatus	client	drllps
P05109	Nucleolus	client	drllps
P05109	P-body	client	drllps
P36957	Nucleolus	client	drllps
P36957	Postsynaptic density	client	drllps
Q8N684	Nucleolus	client	drllps
Q8N684	Stress granule	client	drllps
P63162	Cajal body	client	drllps
Q9NQP4	Stress granule	client	drllps
P30041	Stress granule	client	drllps
P30041	Postsynaptic density	client	drllps
O75533	Nuclear speckle	client	drllps
O75533	P-body	client	drllps
P05387	Nucleolus	client	drllps
Q9NWT1	Nucleolus	client	drllps
Q96DZ5	Stress granule	client	drllps
Q96DZ5	Postsynaptic density	client	drllps
Q9Y6V7	Nucleolus	client	drllps
Q8N4T8	Nucleolus	client	drllps
Q13416	Centrosome/Spindle pole body	client	drllps
P09211	Nucleolus	client	drllps
P09211	Postsynaptic density	client	drllps
Q8NHR9	Nucleolus	client	drllps
Q9NUU7	Stress granule	client	drllps
P50454	Nucleolus	client	drllps
Q8IYD1	Stress granule	client	drllps
Q15834	Centrosome/Spindle pole body	client	drllps
Q96D46	Nucleolus	client	drllps
Q9NPJ1	Centrosome/Spindle pole body	client	drllps
Q9NYH9	Nucleolus	client	drllps
Q9NYH9	Centrosome/Spindle pole body	client	drllps
Q9NVN8	Nucleolus	client	drllps
P23511	PML nuclear body	client	drllps
Q8N983	Mitochondrial RNA granule	client	drllps
Q8IXK0	PcG body	client	drllps
Q5T6F2	P-body	client	drllps
Q5T6F2	Stress granule	client	drllps
P61088	Nucleolus	client	drllps
P04080	Stress granule	client	drllps
Q13946	Centrosome/Spindle pole body	client	drllps
P40121	Centrosome/Spindle pole body	client	drllps
P40121	Postsynaptic density	client	drllps
Q9NVA1	Nucleolus	client	drllps
P62899	Nucleolus	client	drllps
Q9H8S9	Centrosome/Spindle pole body	client	drllps
Q9Y266	Nucleolus	client	drllps
Q9Y266	Stress granule	client	drllps
P04406	Nucleolus	client	drllps
P04406	P-body	client	drllps
P04406	Postsynaptic density	client	drllps
P43034	Centrosome/Spindle pole body	client	drllps
Q9H0Z9	Stress granule	client	drllps
Q9UPY3	Chromatoid body	client	drllps
Q5H9F3	Nucleolus	client	drllps
P05114	Nucleolus	client	drllps
P05114	Stress granule	client	drllps
P43304	Nucleolus	client	drllps
P43304	Stress granule	client	drllps
P43304	Postsynaptic density	client	drllps
Q9UJA5	Nucleolus	client	drllps
Q2TAY7	Stress granule	client	drllps
P53618	Nucleolus	client	drllps
Q9NTI5	Stress granule	client	drllps
O95628	P-body	client	drllps
O95628	Stress granule	client	drllps
P09110	Nucleolus	client	drllps
P09110	Postsynaptic density	client	drllps
Q13435	Nucleolus	client	drllps
P62280	Nucleolus	client	drllps
P62280	Stress granule	client	drllps
P62280	Postsynaptic density	client	drllps
P60510	Centrosome/Spindle pole body	client	drllps
P60510	Stress granule	client	drllps
Q14192	Stress granule	client	drllps
Q9UNX4	Nucleolus	client	drllps
P50479	Stress granule	client	drllps
Q9Y2K1	PML nuclear body	client	drllps
O75396	Nucleolus	client	drllps
O96017	Centrosome/Spindle pole body	client	drllps
Q01804	P-body	client	drllps
Q01804	Stress granule	client	drllps
O60841	Nucleolus	client	drllps
O60841	Stress granule	client	drllps
Q9HC98	Centrosome/Spindle pole body	client	drllps
Q14201	P-body	client	drllps
Q14201	Stress granule	client	drllps
Q14562	Nucleolus	client	drllps
Q9BWC9	Nucleolus	client	drllps
Q9NS87	Centrosome/Spindle pole body	client	drllps
Q2KHM9	Centrosome/Spindle pole body	client	drllps
Q15785	Stress granule	client	drllps
Q15785	Postsynaptic density	client	drllps
Q9H9Y6	Nucleolus	client	drllps
Q15274	Stress granule	client	drllps
P29401	Nucleolus	client	drllps
P29401	Postsynaptic density	client	drllps
Q8IYB8	Mitochondrial RNA granule	client	drllps
P18124	Nucleolus	client	drllps
Q9NXR1	Centrosome/Spindle pole body	client	drllps
P52732	Centrosome/Spindle pole body	client	drllps
P52732	Spindle apparatus	client	drllps
Q6JQN1	Nucleolus	client	drllps
Q14839	Nucleolus	client	drllps
Q7KZF4	Nucleolus	client	drllps
Q7KZF4	P-body	client	drllps
Q7KZF4	Stress granule	client	drllps
Q7KZF4	Postsynaptic density	client	drllps
Q8N5L8	Nucleolus	client	drllps
P07355	Nucleolus	client	drllps
P07355	Postsynaptic density	client	drllps
Q562R1	P-body	client	drllps
Q562R1	Stress granule	client	drllps
P49736	Nucleolus	client	drllps
P62310	Stress granule	client	drllps
Q02880	Nucleolus	client	drllps
Q02880	P-body	client	drllps
Q15024	Nucleolus	client	drllps
Q9ULW3	Nucleolus	client	drllps
Q969X6	Nucleolus	client	drllps
O14802	Nucleolus	client	drllps
P61586	Stress granule	client	drllps
P61586	Postsynaptic density	client	drllps
P55265	Nucleolus	client	drllps
P55265	Stress granule	client	drllps
P39023	Nucleolus	client	drllps
P39023	Stress granule	client	drllps
P39023	Postsynaptic density	client	drllps
Q00526	Nucleolus	client	drllps
O43303	Centrosome/Spindle pole body	client	drllps
O43303	Stress granule	client	drllps
Q9GZR2	Nucleolus	client	drllps
Q99728	Centrosome/Spindle pole body	client	drllps
O00541	Nucleolus	client	drllps
O00541	P-body	client	drllps
Q9BZ95	Others	client	drllps
P36542	Nucleolus	client	drllps
P36542	Postsynaptic density	client	drllps
Q06323	Centrosome/Spindle pole body	client	drllps
O95900	Mitochondrial RNA granule	client	drllps
Q9P275	Nucleolus	client	drllps
P23246	Nuclear speckle	client	drllps
P23246	Nucleolus	client	drllps
P23246	Paraspeckle	client	drllps
P23246	Stress granule	client	drllps
P30050	Nucleolus	client	drllps
O96019	Nucleolus	client	drllps
P62701	Nucleolus	client	drllps
P62701	P-body	client	drllps
Q6NVY1	Nucleolus	client	drllps
Q6NVY1	Postsynaptic density	client	drllps
P12270	Nucleolus	client	drllps
Q99848	Nucleolus	client	drllps
Q01469	Nucleolus	client	drllps
Q01469	P-body	client	drllps
Q01469	Stress granule	client	drllps
P35579	Nucleolus	client	drllps
P35579	Postsynaptic density	client	drllps
Q14697	Nucleolus	client	drllps
P09234	Nucleolus	client	drllps
P12955	Stress granule	client	drllps
Q9H0K1	Centrosome/Spindle pole body	client	drllps
P62851	Nucleolus	client	drllps
Q9BZE4	Nucleolus	client	drllps
Q9BZE4	P-body	client	drllps
P78396	Centrosome/Spindle pole body	client	drllps
Q8WX93	Stress granule	client	drllps
P52815	Nucleolus	client	drllps
Q9HB71	Nucleolus	client	drllps
Q9HB71	Postsynaptic density	client	drllps
Q16576	Nucleolus	client	drllps
P42025	Centrosome/Spindle pole body	client	drllps
P42025	Stress granule	client	drllps
P42025	Postsynaptic density	client	drllps
P55735	Postsynaptic density	client	drllps
Q96DX7	Others	client	drllps
P49674	Centrosome/Spindle pole body	client	drllps
P49674	Postsynaptic density	client	drllps
P63010	Nucleolus	client	drllps
P63010	Postsynaptic density	client	drllps
Q9P2K3	Others	client	drllps
P12235	Nucleolus	client	drllps
P12235	Postsynaptic density	client	drllps
Q9Y446	Stress granule	client	drllps
Q14451	Stress granule	client	drllps
Q14684	Nucleolus	client	drllps
Q86US8	P-body	client	drllps
Q86US8	Stress granule	client	drllps
P00491	Centrosome/Spindle pole body	client	drllps
Q9NY12	Nucleolus	client	drllps
Q16718	Nucleolus	client	drllps
Q16718	Postsynaptic density	client	drllps
O00217	Nucleolus	client	drllps
Q96JM3	Spindle apparatus	client	drllps
O00264	Nucleolus	client	drllps
P62263	Nucleolus	client	drllps
P62263	Postsynaptic density	client	drllps
Q49MI3	Stress granule	client	drllps
Q12840	Nucleolus	client	drllps
Q12840	Postsynaptic density	client	drllps
Q9H6Y2	Nucleolus	client	drllps
Q14980	Nucleolus	client	drllps
Q14980	Centrosome/Spindle pole body	client	drllps
Q14980	P-body	client	drllps
Q9UKA4	Centrosome/Spindle pole body	client	drllps
Q02040	Nuclear speckle	client	drllps
Q96E11	Nucleolus	client	drllps
P60981	Stress granule	client	drllps
P60981	Postsynaptic density	client	drllps
O75367	Nucleolus	client	drllps
O75367	Centrosome/Spindle pole body	client	drllps
O75367	P-body	client	drllps
Q02156	Centrosome/Spindle pole body	client	drllps
Q02156	Postsynaptic density	client	drllps
Q9NRX2	Nucleolus	client	drllps
Q9ULD0	Nucleolus	client	drllps
Q9ULD0	Postsynaptic density	client	drllps
Q5TF58	Centrosome/Spindle pole body	client	drllps
Q9NQM4	PML nuclear body	client	drllps
Q5T5Y3	Stress granule	client	drllps
P20290	Nucleolus	client	drllps
Q13206	Nucleolus	client	drllps
Q13206	P-body	client	drllps
Q8NC51	Nucleolus	client	drllps
Q8NC51	Stress granule	client	drllps
Q9C086	Nucleolus	client	drllps
O95707	Nucleolus	client	drllps
P08559	Nucleolus	client	drllps
P08559	Postsynaptic density	client	drllps
Q16630	Nucleolus	client	drllps
Q16630	Paraspeckle	client	drllps
Q16630	P-body	client	drllps
Q16630	Stress granule	client	drllps
O15372	Stress granule	client	drllps
Q9BYN8	Others	client	drllps
Q9GZS1	Nucleolus	client	drllps
O15484	PML nuclear body	client	drllps
O15484	Postsynaptic density	client	drllps
Q96CW9	Nucleolus	client	drllps
Q7L1Q6	Nucleolus	client	drllps
Q05952	Nucleolus	client	drllps
Q13123	Centrosome/Spindle pole body	client	drllps
Q13123	Stress granule	client	drllps
Q13123	Others	client	drllps
Q5S007	Nucleolus	client	drllps
Q15008	Nucleolus	client	drllps
P63244	Stress granule	client	drllps
Q96N46	Nuclear speckle	client	drllps
P29084	Nucleolus	client	drllps
P51679	Stress granule	client	drllps
P18858	Nucleolus	client	drllps
P42858	Centrosome/Spindle pole body	client	drllps
P42858	Stress granule	client	drllps
P42858	Postsynaptic density	client	drllps
Q9Y262	Stress granule	client	drllps
P58062	Centrosome/Spindle pole body	client	drllps
P17980	Nucleolus	client	drllps
P61019	Nucleolus	client	drllps
P61019	Stress granule	client	drllps
P02511	Centrosome/Spindle pole body	client	drllps
P02511	Postsynaptic density	client	drllps
Q5VYK3	Centrosome/Spindle pole body	client	drllps
Q8N6W0	Stress granule	client	drllps
Q9BW60	Nucleolus	client	drllps
P41091	Nucleolus	client	drllps
P41091	Stress granule	client	drllps
Q9NTK5	Nucleolus	client	drllps
Q9NTK5	Centrosome/Spindle pole body	client	drllps
Q9NTK5	Postsynaptic density	client	drllps
Q99661	Nucleolus	client	drllps
Q99661	Postsynaptic density	client	drllps
Q96KN7	Centrosome/Spindle pole body	client	drllps
P54105	Stress granule	client	drllps
Q9BTT4	Nucleolus	client	drllps
Q9UBE0	Stress granule	client	drllps
Q96SB8	Nucleolus	client	drllps
Q9NYP3	Centrosome/Spindle pole body	client	drllps
O15078	Centrosome/Spindle pole body	client	drllps
P47895	Nucleolus	client	drllps
P61201	Nucleolus	client	drllps
P61201	Centrosome/Spindle pole body	client	drllps
Q96RP9	Nucleolus	client	drllps
Q9Y490	Postsynaptic density	client	drllps
Q16740	Nucleolus	client	drllps
Q16740	Stress granule	client	drllps
P35249	Nucleolus	client	drllps
P35249	Stress granule	client	drllps
P55145	Nucleolus	client	drllps
Q99708	Others	client	drllps
Q92966	OPT domain	client	drllps
Q04759	Centrosome/Spindle pole body	client	drllps
Q69YQ0	Stress granule	client	drllps
P43897	Nucleolus	client	drllps
Q9H171	Stress granule	client	drllps
P61158	Nucleolus	client	drllps
P61158	Postsynaptic density	client	drllps
Q9BY44	Nucleolus	client	drllps
Q9BY44	Stress granule	client	drllps
Q6UWP8	P-body	client	drllps
Q15583	PML nuclear body	client	drllps
Q8WV60	Mitochondrial RNA granule	client	drllps
Q9BQ75	Nucleolus	client	drllps
Q9H0H5	Stress granule	client	drllps
P62826	Nucleolus	client	drllps
P62826	Centrosome/Spindle pole body	client	drllps
P62826	Stress granule	client	drllps
Q9BQ52	PcG body	client	drllps
O15144	Nucleolus	client	drllps
O15144	Postsynaptic density	client	drllps
Q15654	Stress granule	client	drllps
Q12933	Stress granule	client	drllps
O14717	P-body	client	drllps
O14717	Stress granule	client	drllps
Q9Y371	Nucleolus	client	drllps
P33993	Nucleolus	client	drllps
P33993	P-body	client	drllps
P33993	Stress granule	client	drllps
Q9HAV7	Nucleolus	client	drllps
O43818	Nucleolus	client	drllps
Q9NZJ0	Centrosome/Spindle pole body	client	drllps
Q9NZJ0	Others	client	drllps
P31946	Stress granule	client	drllps
P31946	Postsynaptic density	client	drllps
Q9UPT5	Postsynaptic density	client	drllps
Q9BVV6	Centrosome/Spindle pole body	client	drllps
O14777	Centrosome/Spindle pole body	client	drllps
Q96ED9	Centrosome/Spindle pole body	client	drllps
P14618	Nucleolus	client	drllps
P14618	Postsynaptic density	client	drllps
Q9NTJ3	Nucleolus	client	drllps
Q9NTJ3	Stress granule	client	drllps
Q8WUA4	Stress granule	client	drllps
O96005	Nucleolus	client	drllps
Q2NL82	Nucleolus	client	drllps
Q7L5N1	Centrosome/Spindle pole body	client	drllps
P35222	Centrosome/Spindle pole body	client	drllps
P35222	Postsynaptic density	client	drllps
Q07955	Nuclear speckle	client	drllps
Q07955	Nuclear stress body	client	drllps
Q07955	Nucleolus	client	drllps
Q07955	Stress granule	client	drllps
Q15759	PML nuclear body	client	drllps
Q15759	P-body	client	drllps
Q9H0U9	Nucleolus	client	drllps
Q14677	Stress granule	client	drllps
Q14498	Nucleolus	client	drllps
Q99653	Stress granule	client	drllps
P25788	Nuclear speckle	client	drllps
Q5TAX3	P-body	client	drllps
Q5TAX3	Stress granule	client	drllps
Q8TAP9	Centrosome/Spindle pole body	client	drllps
Q9UN37	Postsynaptic density	client	drllps
Q9NV58	Centrosome/Spindle pole body	client	drllps
P58546	Stress granule	client	drllps
Q9BQE6	Nucleolus	client	drllps
Q15269	Nucleolus	client	drllps
Q13838	Nuclear speckle	client	drllps
Q13838	Nucleolus	client	drllps
Q13838	Stress granule	client	drllps
Q96DU9	Stress granule	client	drllps
Q9NZN8	P-body	client	drllps
Q9NZN8	Stress granule	client	drllps
Q9BUU2	Others	client	drllps
Q6ZRY4	Balbiani body	client	drllps
Q969S3	Nucleolus	client	drllps
Q16795	Nucleolus	client	drllps
Q16795	Postsynaptic density	client	drllps
P41567	Stress granule	client	drllps
Q9Y3B4	Nucleolus	client	drllps
A6NC42	Stress granule	client	drllps
Q99962	Nucleolus	client	drllps
Q99962	Postsynaptic density	client	drllps
Q8N7H5	Centrosome/Spindle pole body	client	drllps
Q9NR31	Nucleolus	client	drllps
Q9NR31	Postsynaptic density	client	drllps
Q2YD98	Paraspeckle	client	drllps
Q9NW13	Nucleolus	client	drllps
Q9NW13	P-body	client	drllps
P05787	Nucleolus	client	drllps
Q96G21	Nucleolus	client	drllps
Q9HAU4	Centrosome/Spindle pole body	client	drllps
P50395	Centrosome/Spindle pole body	client	drllps
P50395	Postsynaptic density	client	drllps
Q9NSD9	Nucleolus	client	drllps
Q9NSD9	Postsynaptic density	client	drllps
Q6BCY4	Nucleolus	client	drllps
O60870	Nucleolus	client	drllps
Q96ME1	Nuclear speckle	client	drllps
P54136	Nucleolus	client	drllps
P54136	Postsynaptic density	client	drllps
Q9ULX3	Nucleolus	client	drllps
Q9UJ72	Nuclear speckle	client	drllps
O75319	Nucleolus	client	drllps
P35080	Nucleolus	client	drllps
P35080	Stress granule	client	drllps
Q96CJ1	Cajal body	client	drllps
P18074	Nucleolus	client	drllps
Q29RF7	Nucleolus	client	drllps
Q9C0D2	Centrosome/Spindle pole body	client	drllps
Q9BTD8	Stress granule	client	drllps
Q13620	Nucleolus	client	drllps
O75348	Nucleolus	client	drllps
O75348	Stress granule	client	drllps
O75348	Postsynaptic density	client	drllps
O95347	Nucleolus	client	drllps
Q9BUF7	Centrosome/Spindle pole body	client	drllps
Q8N136	Nucleolus	client	drllps
Q9Y3C1	Nucleolus	client	drllps
Q07866	Stress granule	client	drllps
Q07866	Postsynaptic density	client	drllps
Q9UL40	Others	client	drllps
P42704	Postsynaptic density	client	drllps
O43237	Centrosome/Spindle pole body	client	drllps
O43237	Postsynaptic density	client	drllps
P09972	Nucleolus	client	drllps
P09972	Postsynaptic density	client	drllps
Q63HN8	Nucleolus	client	drllps
O43709	Nucleolus	client	drllps
Q5TB80	Centrosome/Spindle pole body	client	drllps
O00743	Nucleolus	client	drllps
Q8NFJ9	Centrosome/Spindle pole body	client	drllps
Q9Y4F3	P-body	client	drllps
Q9Y4F3	Stress granule	client	drllps
